Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
78,2016,5,Karnataka,Raichur,169.29,631.06,3727.77,2.89,1.01,348.32,2,1.92,962.96,98.62,63.18,640.6,100.62,65.1,647,107.95,112.23,1039.72,61.32,82.65,1347.81,0,0,0,0,0,0,155.72,96.27,618.25,114.72,82.69,720.82,50.3,10.18,202.44,69.24,61.98,895.21,12.45,5.41,434.27,0,0,0,1.21,0.13,110.38,2.64,1.13,429.44,0.14,0.01,44.44,61.11,24.2,396.03,0,0,0,0,0,0,0.31,2.15,6934.84,50.1,32.01,638.86,7.03,16.43,23.46,0,9.56,0
78,2017,5,Karnataka,Raichur,167.4,546.61,3265.36,6.93,3.82,551.9,1.5,3.47,2311.13,112.82,129.8,1150.51,114.32,133.27,1165.75,118.91,197.44,1660.32,65.34,235.99,3611.91,0,0,0,0,0,0,187.46,148.33,791.3,55.44,36.92,665.89,39.96,11.27,282.08,52.35,64.8,1237.69,5.45,5.84,1071.34,0.49,0.08,166.32,2.59,1.44,553.84,0.31,0.17,561.69,0.36,0.13,367.4,45.11,35.3,782.5,0,0,0,0,0,0,1.29,12.14,9405.03,92.46,41.67,450.71,8.43,12.99,21.42,0,3.82,0
79,2010,5,Karnataka,Gulbarga / Kalaburagi,100.31,205.31,2046.76,19.5,27.02,1385.64,3.83,4.15,1083.55,265.69,240.12,903.76,269.52,244.26,906.28,42.92,36.07,840.4,8.53,15.91,1865.18,0,0,0,0,0,0,235.86,166.86,707.45,445.28,256.28,575.55,147.35,54.55,370.21,42.48,29.78,701.04,16,5.34,333.75,0.02,0.01,500,10.93,6.6,603.84,0.09,0.08,888.89,0.57,0.2,350.88,43.85,17.16,391.33,0.38,0.14,368.42,115.42,54.53,472.45,11.03,64.38,5836.81,47.08,21.92,465.59,6.23,4.1,10.33,0.01,1.99,0.15
79,2011,5,Karnataka,Gulbarga / Kalaburagi,73.06,139.12,1904.19,18.2,27.19,1493.96,2.92,3.56,1219.18,255.35,238.98,935.89,258.27,242.54,939.09,39.79,29.89,751.19,7.44,16.83,2262.1,0,0,0,0,0,0,179.37,123.06,686.07,448.04,210.78,470.45,87.25,23.38,267.97,35.23,23.06,654.56,6.15,2.6,422.76,0,0,0,6.86,4.78,696.79,0.14,0.12,857.14,0.42,0.09,214.29,49.54,20.16,406.94,0.87,0.32,367.82,100.52,50.02,497.61,30.7,128.23,4176.18,88.4,40.02,452.71,6.65,5.16,11.8,0.1,2.59,0.05
79,2012,5,Karnataka,Gulbarga / Kalaburagi,67.09,90.94,1355.49,12.37,15.66,1265.97,4.23,5.19,1226.95,254.49,276.58,1086.8,258.73,281.78,1089.09,36.75,35.94,977.96,6.45,18.06,2800,0,0,0,0,0,0,174.7,138.47,792.62,401.89,285.13,709.47,80.98,33.34,411.71,37.38,36.16,967.36,5.82,2.66,457.04,0,0,0,6.03,5.29,877.28,0.04,0.03,750,0.26,0.05,192.31,55.23,26.86,486.33,4.51,3.42,758.31,109.66,62.68,571.58,15.97,82.91,5191.61,99.23,49.31,496.93,5.64,3.7,9.34,0.03,1.66,0.04
79,2013,5,Karnataka,Gulbarga / Kalaburagi,74.68,147.94,1980.99,14.03,24.03,1712.76,4.04,4.9,1212.87,283.42,364.37,1285.62,287.46,369.28,1284.63,34.55,40.4,1169.32,6.25,16.46,2633.6,0,0,0,0,0,0,184.75,164.44,890.07,452.2,461.18,1019.86,94.73,29.98,316.48,45.2,34.48,762.83,5.56,3.23,580.94,0,0,0,5.55,6.1,1099.1,0.16,0.14,875,0.22,0.06,272.73,59.04,33.89,574.02,6.05,8.33,1376.86,125.23,89.08,711.33,28.81,178.6,6199.24,127.77,117.25,917.66,5.22,4.12,9.34,0,2.18,0.06
79,2014,5,Karnataka,Gulbarga / Kalaburagi,87.77,225.47,2568.87,15.23,24.89,1634.27,2.07,2.17,1048.31,278.72,319.65,1146.85,280.78,321.83,1146.2,31.8,33.77,1061.95,6.33,16.15,2551.34,0,0,0,0,0,0,202.05,167.51,829.05,360.25,238.41,661.79,51.31,35.48,691.48,47.46,29.52,622,4.57,2.31,505.47,0.11,0.02,181.82,3.76,2.71,720.74,0.13,0.08,615.38,0.34,0.1,294.12,46.98,25.97,552.79,21.7,13.17,606.91,125.46,78.58,626.34,46.36,310.46,6696.72,186.51,126.14,676.32,5.24,4.45,9.7,0.05,2.01,0.06
79,2015,5,Karnataka,Gulbarga / Kalaburagi,53.56,108.01,2016.62,9.48,9.5,1002.11,1.87,1.71,914.44,238.96,149.07,623.83,240.83,150.79,626.13,20.5,14.37,700.98,3.6,4.95,1375,0,0,0,0,0,0,224.88,94.53,420.36,340.93,118.66,348.05,93.35,19.76,211.7,42.66,19.03,446.09,3.59,1.05,292.48,0,0,0,4.94,2,404.86,0.03,0.01,333.33,0.26,0.03,115.38,45.24,9.09,200.93,7.22,5.04,698.28,104.74,0,0,29.39,125.96,4285.21,150.74,54.25,359.89,5.01,3.83,8.84,0.1,1.5,0.1
79,2016,5,Karnataka,Gulbarga / Kalaburagi,96.88,322.59,3329.87,9.41,18.73,1990.86,1.44,1.7,1181.57,239.11,353.37,1477.85,240.56,355.08,1476.08,29.99,31.95,1065.25,5.1,9.5,1860.53,0,0,0,0,0,0,200.27,230.37,1150.31,480.89,618.53,1286.23,118.01,49.91,422.93,58.8,54.72,930.69,9.29,8.08,869.9,0,0,0,3.12,2.97,952.2,0.03,0.02,484.85,0.23,0.01,55.79,19.54,8.15,417.05,19.83,16.56,835.03,0,0,0,29.37,114.58,3900.86,75.84,37.96,500.57,10.74,8.61,19.34,0.09,2.86,0.37
79,2017,5,Karnataka,Gulbarga / Kalaburagi,113.28,362.88,3203.49,11.07,23.02,2078.92,0.76,2.08,2733.6,250.74,338.64,1350.54,251.51,340.72,1354.73,21.16,42.41,2004.68,2.28,8.46,3711.84,0,0,0,0,0,0,226.66,246.02,1085.41,386.84,436.87,1129.31,161.23,97.94,607.47,57.17,63.26,1106.62,6.1,9.84,1612.06,0,0,0,2.01,1.8,893.74,0.01,0.01,666.67,0.02,0.01,347.83,10.92,12.48,1143.03,13.35,26.13,1957.02,0,0,0,2.22,18.3,8245.61,123.77,130.31,1052.86,9.05,11.52,20.57,0.14,3.9,0.06
80,2010,5,Karnataka,Dakshina Kannada,110.97,261.18,2353.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.06,3000,0,0,0,0,0,0,0,0,0,0,0,0,8.56,3.8,443.93,2.06,4.1,1990.29,0.67,0.39,582.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,4.08,1494.51,0.09,0.79,8777.78,0,0,0,60.3,3.42,63.72,0,0,0.53
80,2011,5,Karnataka,Dakshina Kannada,110.5,268.07,2425.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.12,3000,0,0,0,0,0,0,0,0,0,0,0,0,8.65,4.26,492.49,2.05,1.69,824.39,1.1,0.67,609.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,5.19,1922.22,0.15,1.37,9120,0,0,0,60.22,3.26,63.48,0,0,0.51
80,2012,5,Karnataka,Dakshina Kannada,105.81,268.86,2540.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.1,3333.33,0,0,0,0,0,0,0,0,0,0,0,0,7.51,3.67,488.68,1.87,2.82,1508.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.95,1184.74,0.1,0.76,7600,0,0,0,59.54,3.14,62.68,0,0,0.5
80,2013,5,Karnataka,Dakshina Kannada,106.93,288.23,2695.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.17,3400,0,0,0,0,0,0,0,0,0,0,0,0,7.29,3.84,526.75,1.84,3.47,1885.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,3.61,1485.6,0.08,0.63,7875,0,0,0,59.82,3.09,62.91,0,0,0.46
80,2014,5,Karnataka,Dakshina Kannada,101.9,270.35,2653.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.1,3333.33,0,0,0,0,0,0,0,0,0,0,0,0,6.92,3.11,449.42,1.8,3.65,2027.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,3.83,1687.22,0.05,0.47,9400,0,0,0,61.61,3.51,65.13,0,0,0.46
80,2015,5,Karnataka,Dakshina Kannada,98.3,253.36,2577.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,2000,0,0,0,0,0,0,0,0,0,0,0,0,7.66,3.02,394.73,1.82,3.96,2175.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0.02,0.17,8076.19,0,0,0,61.74,3.61,65.35,0,0,0.27
80,2016,5,Karnataka,Dakshina Kannada,87.13,247.02,2835.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,3000,0,0,0,0,0,0,0,0,0,0,0,0,4.69,1.96,417.66,1.67,4.02,2401.67,0.01,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.17,6937.5,0,0,0,62.19,3.64,65.83,0,0,0.04
80,2017,5,Karnataka,Dakshina Kannada,80.26,233.13,2904.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,3833.33,0,0,0,0,0,0,0,0,0,0,0,0,4.18,1.79,428.81,1.77,4.13,2329.2,0.31,0.27,877.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.1,9409.09,0,0,0,63.73,3.59,67.32,0,0,0.04
81,2010,5,Karnataka,Uttara Kannada,79.02,150.72,1907.37,0,0,0,0.02,0.03,1500,0,0,0,0.02,0.03,1500,0,0,0,4.49,18.74,4173.72,0.01,0.02,2000,0,0,0,0.01,0.01,1000,0.04,0.02,500,1.95,0.64,328.21,2.94,4.66,1585.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.13,590.91,0,0,0,3.16,4.69,1484.18,1.3,13.94,10723.08,2.99,1.4,468.23,8.1,0.33,8.43,0,0.07,0.12
81,2011,5,Karnataka,Uttara Kannada,75.75,155.4,2051.49,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,3.79,11.46,3023.75,0.01,0.02,2000,0,0,0,0,0,0,0.03,0.01,333.33,2.12,0.91,429.25,2.55,3.32,1301.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.08,470.59,0,0,0,2.75,3.7,1345.45,5.49,30.24,5509.99,2.59,0.46,177.61,8.2,0.24,8.44,0,0.06,0.13
81,2012,5,Karnataka,Uttara Kannada,74.28,150.07,2020.33,0,0,0,0.01,0.01,1000,0,0,0,0.01,0.01,1000,0,0,0,4.51,24.78,5494.46,0.02,0.02,1000,0,0,0,0,0,0,0.03,0.02,666.67,1.84,0.65,353.26,2.4,3.74,1558.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.08,533.33,0,0,0,2.55,3.89,1525.49,3.08,32.76,10636.36,2.6,1.07,411.54,8.82,0.18,9,0,0.05,0.03
81,2013,5,Karnataka,Uttara Kannada,69.97,170.32,2434.19,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,5.91,16.83,2847.72,0.01,0.02,2000,0,0,0,0.01,0.01,1000,0.01,0.01,1000,1.69,0.7,414.2,2.38,4.14,1739.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,600,0,0,0,2.53,3.78,1494.07,5.32,41.98,7890.98,1.35,0.5,370.37,9.18,0.18,9.36,0,0.06,0.03
81,2014,5,Karnataka,Uttara Kannada,68.51,152.7,2228.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,24,3815.58,0.01,0.02,2000,0,0,0,0.02,0.01,500,0.01,0,0,1.77,0.68,384.18,2.1,3.92,1866.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.03,600,0,0,0,2.16,3.87,1791.67,6.21,48.35,7785.83,1.41,0.47,333.33,9.54,0.17,9.71,0,0.06,0.03
81,2015,5,Karnataka,Uttara Kannada,67.34,111.64,1657.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,23.58,4508.6,0.01,0.01,1000,0,0,0,0.01,0,0,0.01,0.01,1000,1.45,0.41,286.8,1.95,2.98,1528.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,500,1.98,0,0,6.54,47.85,7315,1.27,0.42,330.71,9.65,0.16,9.82,0,0.05,0.03
81,2016,5,Karnataka,Uttara Kannada,66.67,130.86,1962.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,30.68,5424.58,0,0,0,0,0,0,0,0,500,0.01,0.01,1000,1.5,0.49,326.9,1.71,3.5,2049.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,285.71,0,0,750,0,0,0,5.94,37.25,6270,1.11,0.61,549.24,9.74,0.17,9.91,0,0.04,0.03
81,2017,5,Karnataka,Uttara Kannada,62.87,124.24,1976.12,0,0,0,0,0,0,0,0,1000,0,0,1000,0,0,0,9.87,53.79,5450.75,0,0,0,0,0,0,0,0,666.67,0,0,1000,1.87,0.75,404.39,1.68,3.55,2111.11,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0.01,0.01,1571.43,0,0,0,0,0,0,1.21,0.78,647.7,9.95,0.16,10.12,0,0.03,0.03
82,2010,5,Karnataka,Kodagu / Coorg,35.44,93.45,2636.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,15.69,4798.17,0.34,0.64,1882.35,0,0,0,0,0,0,0,0,0,0.47,0.17,361.7,0.02,0.02,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,1000,0,0,0,0,0,0,6.16,0.36,6.53,0.02,0,0
82,2011,5,Karnataka,Kodagu / Coorg,34.22,93.23,2724.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,14.05,3797.3,0.25,0.36,1440,0,0,0,0,0,0,0,0,0,0.04,0.01,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,6.2,0.36,6.56,0.02,0,0
82,2012,5,Karnataka,Kodagu / Coorg,31.37,77.78,2479.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,17.51,4478.26,0.01,0.01,1000,0,0,0,0,0,0,0,0,0,0.04,0.01,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,6.25,0.21,6.46,0.01,0,0
82,2013,5,Karnataka,Kodagu / Coorg,32.03,92.21,2878.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,8.11,3861.9,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.03,375,0.01,0.01,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.02,34.48,0,0,0,0,0,0,6.33,0.25,6.57,0.01,0,0
82,2014,5,Karnataka,Kodagu / Coorg,30.96,86.9,2806.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,17.92,5090.91,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.07,0.05,714.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.05,70.42,0,0,0,0,0,0,6.7,0.24,6.94,0.02,0,0
82,2015,5,Karnataka,Kodagu / Coorg,28.34,76.49,2699.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,15.47,4484.06,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,333.33,0.06,0.04,666.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,6.77,0.29,7.06,0.02,0,0
82,2016,5,Karnataka,Kodagu / Coorg,27.93,67.9,2431.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,21.39,5537.55,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,200,0.06,0.03,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11,0.29,7.4,0.01,0,0
82,2017,5,Karnataka,Kodagu / Coorg,27.17,64.26,2364.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,26.74,7516.3,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,250,0.06,0.07,1111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,0.3,7.73,0.01,0,0
83,2010,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,178.96,628.84,3513.86,0,0,0,0.06,0.05,833.33,0,0,0,0.06,0.06,1000,0.32,0.43,1343.75,0.01,0.03,3000,0.43,1.32,3069.77,0,0,0,0,0,0,0.62,0.32,516.13,12.26,4.98,406.2,26.68,109.37,4099.33,0.95,0.61,642.11,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0.02,1000,0,0,0,32.25,0,0,7.74,87.01,11241.6,0,0,0,18.52,1.44,19.97,0,0,0
83,2011,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,169.64,708.45,4176.2,0,0,0,0.01,0.02,2000,0,0.01,0,0.02,0.02,1000,0.28,0.42,1500,0.04,0.22,5500,0.32,0.93,2906.25,0,0,0,0,0,0,0.57,0.29,508.77,0,0,0,26.2,102.83,3924.81,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.05,0.09,1800,0,0,0,0,0,0,9.2,100.27,10898.91,0,0,0,19.02,1.47,20.49,0,0,0.01
83,2012,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,156.12,645.34,4133.62,0,0,0,0.03,0.02,666.67,0.01,0.01,1000,0.04,0.03,750,0.51,0.78,1529.41,0.01,0.04,4000,0.27,0.62,2296.3,0,0,0,0.01,0.01,1000,0.52,0.22,423.08,9.17,5.95,648.85,26.22,104.15,3972.16,1.24,0.65,524.19,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,1000,0,0,0,31.93,0,0,9.45,91.99,9734.39,0,0,0,18.47,1.46,19.93,0,0,0.02
83,2013,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,181.39,843.36,4649.43,0,0,0,0.09,0.1,1111.11,0.09,0.2,2222.22,0.18,0.3,1666.67,0.97,2.18,2247.42,0.11,0.63,5727.27,1.49,5.43,3644.3,0,0,0,0.04,0.02,500,0.69,0.69,1000,13.6,15.14,1113.24,21.53,92.86,4313.05,2.3,1.55,673.91,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,2000,0,0,0,23.85,94.44,3959.75,9.08,87.76,9665.2,0,0,0,17.87,1.77,19.64,0,0.01,0.05
83,2014,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,158.23,716.1,4525.69,0,0,0,0.03,0.06,2000,0.03,0.07,2333.33,0.06,0.13,2166.67,0.79,2.39,3025.32,0.54,4.23,7833.33,1.46,5.81,3979.45,0,0,0,0.01,0.01,1000,0,0,0,15.01,15.85,1055.96,17.82,73.24,4109.99,3.98,2.97,746.23,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,1000,0,0,0,21.98,76.23,3468.15,9.07,90.87,10018.74,0.01,0,0,17.44,2.08,19.52,0,0,0.09
83,2015,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,199.14,748.5,3758.66,0,0,0,0.03,0.03,1000,0.01,0.01,1000,0.03,0.04,1333.33,1.09,2.9,2660.55,0.01,0.1,10000,0.94,3.31,3521.28,0,0,0,0.03,0.01,333.33,0,0,0,12.15,10.17,837.23,18.19,66.72,3667.95,1.79,1.12,625.7,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,20.04,67.83,3384.73,8,80.22,10023.6,0,0,0,18.21,3.03,21.23,0,0,0.03
83,2016,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,169.58,585.18,3450.65,0,0,0,0,0,800,0.01,0,400,0.01,0.01,600,1.02,2.77,2700.49,0.03,0.09,3444.44,0.58,1.46,2515.52,0,0,0,0.05,0.02,469.39,0.25,0.16,656,17.55,10.74,611.71,16.17,61.18,3782.32,1.56,0.67,429.85,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,857.14,0,0,0,0,0,0,7.43,69.11,9297.4,0,0,180,19.35,3,22.34,0,0.01,0.02
83,2017,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,193.22,807.43,4178.74,0,0,0,0.02,0.02,1150,0.02,0.03,1086.96,0.04,0.05,1116.28,0.75,1.76,2340.43,0.01,0.04,6666.67,0.49,2.07,4209.35,0,0,0,0,0,0,0.2,0.22,1090,12.78,8.93,698.95,18.18,73.23,4028.5,1.7,0.99,582.2,0,0,0,0,0,0,0.03,0.01,279,0,0,0,0.01,0.02,2000,0,0,0,0,0,0,7.4,71.66,9689.84,0,0,0,0,0,0,0,0,0
84,2010,11,Tamil Nadu,South Arcot / Cuddalore,265.75,813.52,3061.22,0,0,0,1.6,1.29,806.25,0.2,0.31,1550,1.8,1.61,894.44,12.46,16.51,1325.04,15.18,32.16,2118.58,0.74,1.59,2148.65,0,0,0,0.04,0.01,250,0.24,0.16,666.67,75.54,42.86,567.38,49.44,125.19,2532.16,6.33,3.35,529.23,0,0,0,0,0,0,0.04,0.02,500,0,0,0,0.14,0.23,1642.86,0,0,0,60.97,0,0,95.15,1055.27,11090.59,11.73,2.86,243.82,46.9,19.01,65.91,0,0.15,0.68
84,2011,11,Tamil Nadu,South Arcot / Cuddalore,250.84,719.86,2869.8,0,0,0,0.1,0.1,1000,0,0,0,0.1,0.11,1100,14.6,35.12,2405.48,19.06,63.05,3307.97,0.62,1.49,2403.23,0,0,0,0,0,0,0.1,0.09,900,0,0,0,45.92,133.45,2906.14,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,0.17,0.31,1823.53,0,0,0,0,0,0,104.52,1101.05,10534.35,12,4.69,390.83,49.05,17.36,66.4,0,0.19,0.63
84,2012,11,Tamil Nadu,South Arcot / Cuddalore,227.55,735.82,3233.66,0,0,0,0.47,0.34,723.4,0.17,0.17,1000,0.64,0.51,796.87,11.07,16.68,1506.78,20.56,44.73,2175.58,0.53,1.09,2056.6,0,0,0,0.01,0,0,0.14,0.1,714.29,67.22,33.86,503.72,45.03,132.54,2943.37,4.8,2.58,537.5,0,0,0,0,0,0,0.02,0.01,500,0,0,0,0.17,0.26,1529.41,0,0,0,54.57,0,0,110.08,1215.05,11037.88,12.01,4.97,413.82,46.65,15.8,62.46,0,0.15,0.64
84,2013,11,Tamil Nadu,South Arcot / Cuddalore,297.93,1362.57,4573.46,0,0,0,0.3,0.32,1066.67,0.13,0.28,2153.85,0.43,0.6,1395.35,19.39,48.82,2517.79,53.26,275.1,5165.23,4.16,13.97,3358.17,0,0,0,0,0,0,2.83,2.74,968.2,129.68,129.44,998.15,57.16,193.8,3390.48,15.07,10.96,727.27,0,0,0,0,0,0,0.17,0.12,705.88,0,0,0,0.1,0.15,1500,0,0,0,72.49,205.01,2828.11,119.09,1388.49,11659.17,18.2,9.3,510.99,46.33,18.13,64.46,0,0.13,0.58
84,2014,11,Tamil Nadu,South Arcot / Cuddalore,306.16,1474.55,4816.27,0,0,0,0.64,1.3,2031.25,0.28,0.63,2250,0.93,1.92,2064.52,20.76,59.19,2851.16,45.09,329.63,7310.49,4.74,19.27,4065.4,0,0,0,0,0,0,0,0,0,138.72,154.86,1116.35,44.57,156.29,3506.62,13.83,11.35,820.68,0,0,0,0,0,0,0.21,0.14,666.67,0,0,0,0.13,0.21,1615.38,0,0,0,58.72,167.99,2860.87,107.24,1267.53,11819.56,16.87,9.49,562.54,45.53,21.52,67.05,0,0.23,0.48
84,2015,11,Tamil Nadu,South Arcot / Cuddalore,322.29,1280.44,3972.94,0,0,0,0.34,0.35,1029.41,0.22,0.35,1590.91,0.56,0.71,1267.86,19.88,49.41,2485.41,44.65,252.18,5647.93,3.2,9.58,2993.75,0,0,0,0,0,0,0,0,0,141.41,117.22,828.93,43.56,162.9,3739.67,10.12,7.24,715.42,0,0,0,0,0,0,0.04,0.03,750,0,0,0,0.12,0.14,1166.67,0,0,0,53.77,170.27,3166.64,97.69,1045.21,10699.65,16.21,4.16,256.63,45.65,24.39,70.03,0,0.33,0.59
